dong_id,p_i,c_i,K_i,x_obs_i,B_i
11240590,1984.0133606557376,2635.135135135135,161,3.1029179119480528,0.10810810810810811
11240600,1888.3585714285714,2528.409090909091,311,6.02626772063372,0.022727272727272728
11240610,1721.5189565217393,2585.227272727273,61,1.1699526553246755,0.06818181818181818
11240620,1804.7560714285712,2541.6666666666665,37,0.7121450945454547,0.03333333333333333
11240630,1608.7930000000001,2860.576923076923,153,2.963183913743617,0.28846153846153844
11240640,1975.9212000000002,2610.294117647059,88,1.6948478189423848,0.08823529411764706
11240650,1822.8095454545453,2656.25,58,1.119085148571429,0.125
11240660,1881.7806428571428,2647.0588235294117,74,1.4242901890909094,0.11764705882352941
11240670,1850.8542,2631.578947368421,27,0.5086750675324677,0.10526315789473684
11240680,1717.8744545454545,2602.0408163265306,58,1.119085148571429,0.08163265306122448
11240690,1840.815512195122,2584.2696629213483,108,2.085567776883117,0.06741573033707865
11240710,1938.8684210526317,2531.25,50,0.9664826283116885,0.025
11240750,1580.510142857143,2763.1578947368416,19,0.35607254727272736,0.21052631578947367
11240770,1862.5734782608697,2583.8926174496646,182,3.5098579659740268,0.06711409395973154
11240780,2180.313,2954.5454545454545,8,0.15260252025974033,0.36363636363636365
11240790,1635.8263636363636,2941.1764705882356,29,0.5595425742857145,0.35294117647058826
11240800,1751.8002352941178,2820.121951219512,134,2.5942428444155854,0.25609756097560976
11240810,1643.4855000000002,2982.9545454545455,387,7.4864623048034495,0.38636363636363635
11240820,1668.3318000000002,2575.7575757575755,40,0.7630126012987014,0.06060606060606061
11250770,1925.8215,2544.642857142857,83,0.7121450945454547,0.03571428571428571
11250760,2106.0366000000004,2562.5,59,0.5086750675324677,0.05
11250530,1722.1665,2875.0,36,0.30520504051948066,0.3
11250540,1748.6233636363636,2600.0,65,0.5595425742857145,0.08
11250550,1711.5841764705883,2575.7575757575755,101,0.864747614805195,0.06060606060606061
11250560,1896.55321875,2812.5,189,1.6277602161038964,0.25
11250580,1796.4438000000002,2604.166666666667,30,0.25433753376623386,0.08333333333333333
11250590,1706.2047857142857,2617.1875,83,0.7121450945454547,0.09375
11250610,1948.4449285714286,2500.0,83,0.7121450945454547,0.0
11250630,1691.1555000000003,2757.3529411764707,118,1.0173501350649354,0.20588235294117646
11250650,1742.0692941176471,2591.145833333333,301,2.5942428444155854,0.07291666666666667
11250660,1588.630457142857,2534.246575342466,206,1.780362736363637,0.0273972602739726
11250670,1721.9799705882353,2710.843373493976,201,1.72949522961039,0.1686746987951807
11250700,1908.2992499999998,2552.083333333333,71,0.6104100810389613,0.041666666666666664
11250710,1625.1216,2725.0,118,1.0173501350649354,0.18
11250720,1781.4525,2857.142857142857,12,0.10173501350649353,0.2857142857142857
11250730,1755.240642857143,2500.0,83,0.7121450945454547,0.0
11250740,1759.4880000000003,2675.0,317,2.7393357477182376,0.14
11170730,2204.059714285714,2708.333333333333,10,0.35607254727272736,0.16666666666666666
11250750,1893.608076923077,2926.8292682926826,454,3.9210717669967714,0.34146341463414637
