operating_day,origin_dong_id,destination_dong_id,distance_km,duration_min,speed_kmph
2025-10-01,11160751,11160700,1.0553299999999999,7,9.045685714285714
2025-10-01,11160700,11160690,0.6505,5,7.806
2025-10-01,11240570,11240770,1.92,11,10.472727272727273
2025-10-01,11030520,11030730,1.54272,9,10.2848
2025-10-01,11060830,11060910,0.7729,7,6.624857142857143
2025-10-01,11080780,11080850,1.55457,5,18.65484
2025-10-01,11160690,11160751,1.0,6,10.0
2025-10-01,11160540,11160751,0.92541,6,9.2541
2025-10-01,11140690,11140680,1.05475,7,9.040714285714285
2025-10-01,11010630,11010730,1.7960699999999998,11,9.796745454545455
2025-10-01,11150690,11150510,1.05449,7,9.038485714285713
2025-10-01,11160700,11160690,0.74539,4,11.18085
2025-10-01,11180550,11180510,2.1644099999999997,11,11.805872727272726
2025-10-01,11140720,11140710,0.9328500000000001,6,9.3285
2025-10-01,11160610,11160751,1.76044,9,11.736266666666667
2025-10-01,11240810,11240820,0.9189700000000001,5,11.027640000000002
2025-10-01,11040690,11040680,1.02,4,15.3
2025-10-01,11040650,11040680,1.2257799999999999,8,9.193349999999999
2025-10-01,11240570,11240590,1.7417799999999999,9,11.611866666666666
2025-10-01,11240580,11240630,2.28619,11,12.470127272727273
2025-10-01,11130710,11140730,0.76589,6,7.658899999999999
2025-10-01,11060830,11060910,0.59429,6,5.9429
2025-10-01,11160670,11160751,0.81672,8,6.1254
2025-10-01,11190560,11190740,0.53708,5,6.44496
2025-10-01,11240570,11240770,1.95103,12,9.75515
2025-10-01,11160540,11160751,1.68,8,12.6
2025-10-01,11190760,11190610,0.9808600000000001,5,11.770320000000002
2025-10-01,11020700,11020710,0.60352,3,12.070399999999998
2025-10-01,11150510,11150650,0.68061,3,13.6122
2025-10-01,11160761,11160710,1.06451,5,12.774120000000002
2025-10-01,11130690,11140660,1.556,8,11.67
2025-10-01,11140660,11140710,0.83356,5,10.00272
2025-10-01,11150610,11160730,1.1593099999999998,6,11.593099999999998
2025-10-01,11160690,11160751,0.8972,6,8.972
2025-10-01,11140770,11140780,0.67775,8,5.083125
2025-10-01,11190560,11190540,1.61744,10,9.704640000000001
2025-10-01,11160610,11160751,2.42205,11,13.211181818181819
2025-10-01,11230760,11240690,1.00175,8,7.513125
2025-10-01,11150710,11150520,0.85903,4,12.885449999999999
2025-10-01,11100620,11110780,0.93777,7,8.03802857142857
2025-10-01,11170740,11170730,2.4613,10,14.767800000000001
2025-10-01,11050600,11050530,0.66198,4,9.9297
2025-10-01,11160740,11160751,0.99618,7,8.538685714285714
2025-10-01,11180540,11210810,0.90825,5,10.899000000000001
2025-10-01,11190560,11190540,1.20279,11,6.560672727272728
2025-10-01,11160690,11160670,0.75928,7,6.508114285714285
2025-10-01,11120740,11120590,0.5980800000000001,5,7.176960000000001
2025-10-01,11130730,11020520,0.74754,7,6.4074857142857145
2025-10-01,11100570,11100550,1.52324,8,11.424299999999999
2025-10-01,11170510,11190760,0.96277,5,11.55324
2025-10-01,11190690,11190540,1.48457,9,9.897133333333333
2025-10-01,11060810,11060830,0.54053,5,6.4863599999999995
2025-10-01,11050650,11050660,0.8398,7,7.198285714285714
2025-10-01,11160670,11160751,1.16953,6,11.6953
2025-10-01,11240600,11240590,1.25566,7,10.7628
2025-10-01,11240600,11240590,2.05354,11,11.201127272727273
2025-10-01,11160670,11160751,0.9371,7,8.032285714285715
2025-10-01,11130680,11130700,0.77418,3,15.4836
2025-10-01,11060910,11060810,0.82574,5,9.908880000000002
2025-10-01,11160610,11160751,2.28814,11,12.480763636363637
2025-10-01,11010710,11010630,2.05646,8,15.423449999999999
2025-10-01,11070640,11070690,0.59297,4,8.89455
2025-10-01,11160751,11160650,0.71,5,8.52
2025-10-01,11100640,11100650,1.3810499999999999,10,8.2863
2025-10-01,11080780,11110510,0.90119,6,9.0119
2025-10-01,11210580,11210690,1.85497,11,10.118018181818183
2025-10-01,11160670,11160690,1.60683,9,10.712200000000001
2025-10-01,11170510,11170560,0.8476,7,7.265142857142857
2025-10-01,11250650,11250660,1.0,4,15.0
2025-10-01,11050640,11050660,2.91,11,15.872727272727275
2025-10-01,11240630,11240770,1.08208,7,9.274971428571428
2025-10-01,11050660,11050650,0.72845,6,7.2845
2025-10-01,11110790,11110590,1.21,5,14.52
2025-10-01,11080720,11080710,0.88916,5,10.66992
2025-10-01,11240630,11240770,0.86956,5,10.43472
2025-10-01,11070700,11070610,1.0030599999999998,4,15.045899999999998
2025-10-01,11160670,11160751,1.21,10,7.26
2025-10-01,11230780,11230580,1.73395,9,11.559666666666669
2025-10-01,11250580,11250590,0.88577,5,10.62924
2025-10-01,11050540,11040680,1.86551,7,15.990085714285714
2025-10-01,11020680,11020550,1.41738,9,9.449200000000001
2025-10-01,11130680,11130620,1.14285,5,13.7142
2025-10-01,11120710,11120570,2.61138,13,12.052523076923077
2025-10-01,11070690,11070590,0.6140399999999999,3,12.280799999999997
2025-10-01,11160751,11160670,1.01193,6,10.119299999999999
2025-10-01,11250560,11250770,1.24658,8,9.349350000000001
2025-10-01,11190560,11190740,0.6175499999999999,6,6.175499999999999
2025-10-01,11150690,11150510,1.04217,9,6.947800000000001
2025-10-01,11200670,11200630,1.76,9,11.733333333333334
2025-10-01,11170560,11170510,0.69,4,10.35
2025-10-01,11120600,11120730,0.7273999999999999,4,10.911
2025-10-01,11240650,11240670,1.0946500000000001,6,10.9465
2025-10-01,11160751,11160650,0.6557000000000001,4,9.835500000000001
2025-10-01,11170510,11190760,0.63806,5,7.65672
2025-10-01,11190550,11190760,0.8629199999999999,10,5.1775199999999995
2025-10-01,11130730,11020550,2.94088,11,16.04116363636364
2025-10-01,11220640,11220530,1.88997,8,14.174775
2025-10-01,11080720,11080710,0.79,5,9.48
2025-10-01,11230710,11230800,1.09096,7,9.351085714285713
2025-10-01,11240590,11240520,1.62334,8,12.17505
2025-10-01,11050540,11040680,0.59323,6,5.9323
2025-10-01,11150640,11150700,0.84834,6,8.4834
2025-10-01,11170510,11190760,0.71782,3,14.356399999999999
2025-10-01,11160700,11160670,1.92,6,19.2
2025-10-01,11050540,11050660,1.8359,13,8.473384615384616
2025-10-01,11240810,11240690,0.54869,5,6.584280000000001
2025-10-01,11020600,11010610,0.77836,7,6.671657142857144
2025-10-01,11040690,11040680,0.73149,4,10.97235
2025-10-01,11090650,11100530,1.10322,7,9.456171428571428
2025-10-01,11120680,11130710,1.5084600000000001,12,7.5423
2025-10-01,11170520,11170560,1.0326199999999999,8,7.744649999999999
2025-10-01,11050650,11050660,1.57531,7,13.502657142857142
2025-10-01,11160670,11160700,1.5457400000000001,11,8.431309090909092
2025-10-01,11050660,11050650,1.17722,5,14.12664
2025-10-01,11010630,11010640,0.77212,7,6.618171428571428
2025-10-01,11190560,11190740,0.81668,7,7.000114285714285
2025-10-01,11240820,11240530,1.50093,9,10.006200000000002
2025-10-01,11240590,11250670,1.23484,10,7.40904
2025-10-01,11110520,11110510,2.31,12,11.549999999999999
2025-10-01,11160751,11160670,1.12,7,9.600000000000001
2025-10-01,11150660,11170670,1.82229,10,10.93374
2025-10-01,11060880,11070720,1.48825,13,6.868846153846154
2025-10-01,11060870,11060910,1.40717,11,7.675472727272728
2025-10-01,11250710,11250670,0.93092,5,11.17104
