ride_segment_id,timestamp,prev_timestamp,operator_name,device_id,prev_zone_id,zone_id,prev_latitude,prev_longitude,latitude,longitude,interval_minutes,distance_m,speed_kmph,prev_battery_level,battery_level,battery_delta,moved_50m,moved_200m,same_zone,operator_move_speed_rule,operator_move_repeat_rule,operator_move_cluster_rule,operator_move_battery_rule,operator_move_flag,excluded_from_demand,operator_move_reason
3669,2026-06-13T12:00:40+0900,2026-06-13T11:55:04+0900,GBIKE,131388,grid_8131_22774,grid_8128_22778,36.524346,127.245789,36.508043,127.26656,5.6,2594.580610134032,27.79907796572178,58.0,58.0,0.0,True,True,False,False,True,False,False,True,True,repeat_fast_within_30min
3682,2026-06-13T12:05:05+0900,2026-06-13T12:00:40+0900,GBIKE,130040,grid_8133_22796,grid_8127_22777,36.530005,127.365614,36.50405,127.260847,4.416666666666667,9797.24959373153,133.09471146201324,100.0,100.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3691,2026-06-13T12:05:05+0900,2026-06-13T12:00:40+0900,GBIKE,131160,grid_8123_22775,grid_8127_22777,36.485039,127.248494,36.504038,127.260867,4.416666666666667,2384.609552894135,32.39469581290146,97.0,85.0,-12.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3699,2026-06-13T12:05:05+0900,2026-06-13T12:00:40+0900,GBIKE,131721,grid_8130_22775,grid_8142_22775,36.520815,127.25051,36.574208,127.25051,4.416666666666667,5937.030718333325,80.65400221132064,95.0,95.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
3718,2026-06-13T12:10:07+0900,2026-06-13T12:05:05+0900,GBIKE,131721,grid_8142_22775,grid_8137_22775,36.574208,127.25051,36.550693,127.250966,5.033333333333333,2615.0658534863064,31.172970438909616,95.0,95.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
3725,2026-06-13T12:15:10+0900,2026-06-13T12:10:07+0900,GBIKE,130438,grid_8128_22772,grid_8123_22776,36.510533,127.231754,36.487805,127.257502,5.05,3418.1657107405517,40.61186983058081,81.0,100.0,19.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3738,2026-06-13T12:15:10+0900,2026-06-13T12:10:07+0900,GBIKE,131560,grid_8126_22773,grid_8123_22776,36.500059,127.23561,36.487778,127.257509,5.05,2386.836145256657,28.358449250574143,62.0,100.0,38.0,True,True,False,True,False,False,True,True,True,speed_gt_28kmh|fast_battery_delta_abs_ge_20pp
3752,2026-06-13T12:20:11+0900,2026-06-13T12:15:10+0900,GBIKE,131026,grid_8128_22774,grid_8123_22776,36.510629,127.242827,36.486507,127.257755,5.016666666666667,2995.822474544212,35.83043491149224,100.0,98.0,-2.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3783,2026-06-13T12:30:12+0900,2026-06-13T12:25:06+0900,GBIKE,130226,grid_8119_22775,grid_8122_22780,36.469633,127.247209,36.481829,127.279154,5.1,3161.8828392820205,37.19862163861201,37.0,32.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3787,2026-06-13T12:30:12+0900,2026-06-13T12:25:06+0900,GBIKE,130986,grid_8129_22771,grid_8125_22775,36.511999,127.227851,36.495496,127.248224,5.1,2585.2004486050173,30.414122924764914,100.0,97.0,-3.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3816,2026-06-13T12:35:13+0900,2026-06-13T12:30:12+0900,GBIKE,501528,grid_8132_22778,grid_8126_22777,36.529755,127.264719,36.500708,127.258158,5.016666666666667,3282.668302230929,39.26114912967224,100.0,100.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3818,2026-06-13T12:40:07+0900,2026-06-13T12:35:13+0900,GBIKE,130533,grid_8130_22774,grid_8124_22777,36.517566,127.241854,36.491618,127.260668,4.9,3339.551813434048,40.89247118490671,100.0,95.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3871,2026-06-13T12:55:08+0900,2026-06-13T12:50:05+0900,GBIKE,130216,grid_8127_22773,grid_8133_22777,36.503502,127.236021,36.530264,127.258674,5.05,3599.1029201818283,42.76161885364549,82.0,65.0,-17.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3897,2026-06-13T13:00:05+0900,2026-06-13T12:55:08+0900,GBIKE,131802,grid_8121_22782,grid_8124_22777,36.477567,127.285955,36.489512,127.259321,4.95,2726.5728842291005,33.049368293686065,100.0,98.0,-2.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
3959,2026-06-13T13:15:10+0900,2026-06-13T13:10:06+0900,GBIKE,130163,grid_8122_22785,grid_8120_22780,36.482748,127.303504,36.47242,127.278142,5.066666666666666,2541.8562111345827,30.100928816067427,75.0,64.0,-11.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4024,2026-06-13T13:30:17+0900,2026-06-13T13:25:03+0900,GBIKE,130714,grid_8129_22777,grid_8134_22777,36.511877,127.259564,36.535185,127.263402,5.233333333333333,2614.3238595976304,29.97313979156519,96.0,83.0,-13.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4042,2026-06-13T13:35:06+0900,2026-06-13T13:30:17+0900,GBIKE,130588,grid_8123_22777,grid_8128_22778,36.487905,127.26195,36.508761,127.264753,4.816666666666666,2332.576750359592,29.056319381641977,100.0,95.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4044,2026-06-13T13:35:06+0900,2026-06-13T13:30:17+0900,GBIKE,130785,grid_8130_22774,grid_8126_22778,36.517287,127.245444,36.499405,127.268233,4.816666666666666,2846.422397110282,35.45716480829417,57.0,35.0,-22.0,True,True,False,True,False,False,True,True,True,speed_gt_28kmh|fast_battery_delta_abs_ge_20pp
4051,2026-06-13T13:35:06+0900,2026-06-13T13:30:17+0900,GBIKE,131722,grid_8130_22773,grid_8126_22771,36.518794,127.239424,36.499065,127.225242,4.816666666666666,2533.6106359442924,31.56054771418496,59.0,51.0,-8.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4060,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,130258,grid_8128_22772,grid_8124_22776,36.510788,127.232386,36.493781,127.256124,4.95,2842.194373038935,34.450840885320424,95.0,94.0,-1.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4070,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,131248,grid_8128_22772,grid_8124_22776,36.510773,127.232143,36.493784,127.256155,4.95,2859.200906983953,34.65698069071458,59.0,100.0,41.0,True,True,False,True,False,True,True,True,True,speed_gt_28kmh|same_od_time_cluster_2plus|fast_battery_delta_abs_ge_20pp
4075,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,131464,grid_8128_22772,grid_8124_22776,36.5108,127.232159,36.493623,127.25606,4.95,2865.6529984875747,34.73518786045545,93.0,92.0,-1.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4080,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,131828,grid_8128_22772,grid_8124_22776,36.510836,127.232171,36.493773,127.256181,4.95,2864.5096624917906,34.721329242324735,61.0,100.0,39.0,True,True,False,True,False,True,True,True,True,speed_gt_28kmh|same_od_time_cluster_2plus|fast_battery_delta_abs_ge_20pp
4086,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,501294,grid_8128_22773,grid_8124_22776,36.51159,127.239851,36.493765,127.25616,4.95,2460.383426029364,29.822829406416528,95.0,94.0,-1.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4087,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,501306,grid_8129_22773,grid_8124_22776,36.511926,127.239585,36.493804,127.256123,4.95,2499.1146943935505,30.29229932598243,88.0,88.0,0.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4088,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,501355,grid_8129_22773,grid_8124_22776,36.511926,127.24055,36.493831,127.256114,4.95,2446.157509972669,29.650394060274778,88.0,88.0,0.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4089,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,501519,grid_8128_22773,grid_8124_22776,36.511532,127.239873,36.493824,127.256101,4.95,2445.614124316421,29.643807567471768,96.0,96.0,0.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4091,2026-06-13T13:40:03+0900,2026-06-13T13:35:06+0900,GBIKE,501588,grid_8129_22773,grid_8124_22776,36.51189,127.240448,36.493803,127.256126,4.95,2451.237027280575,29.71196396703727,97.0,97.0,0.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4101,2026-06-13T13:45:13+0900,2026-06-13T13:40:03+0900,GBIKE,131154,grid_8119_22780,grid_8122_22776,36.470056,127.277716,36.484669,127.253487,5.166666666666667,2708.004801853421,31.44779769894296,91.0,81.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4124,2026-06-13T13:55:09+0900,2026-06-13T13:50:12+0900,GBIKE,130197,grid_8123_22777,grid_8143_22777,36.486866,127.258238,36.57739,127.258238,4.95,10065.809539571916,122.00981260087173,92.0,92.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4132,2026-06-13T13:55:09+0900,2026-06-13T13:50:12+0900,GBIKE,131917,grid_8129_22775,grid_8124_22779,36.514005,127.25083,36.492593,127.269526,4.95,2908.810316332321,35.25830686463419,62.0,50.0,-12.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4144,2026-06-13T14:00:21+0900,2026-06-13T13:55:09+0900,GBIKE,130600,grid_8125_22774,grid_8120_22776,36.497817,127.245001,36.471711,127.252492,5.2,2979.1075196032,34.37431753388307,40.0,30.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4147,2026-06-13T14:00:21+0900,2026-06-13T13:55:09+0900,GBIKE,131285,grid_8131_22772,grid_8129_22777,36.522509,127.232385,36.51421,127.25899,5.2,2550.326940837175,29.42684931735202,100.0,93.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4148,2026-06-13T14:00:21+0900,2026-06-13T13:55:09+0900,GBIKE,131323,grid_8132_22778,grid_8124_22784,36.528673,127.264792,36.492003,127.300009,5.2,5150.976368196863,59.43434270996381,61.0,45.0,-16.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4192,2026-06-13T14:10:04+0900,2026-06-13T14:05:11+0900,GBIKE,131979,grid_8129_22778,grid_8122_22784,36.513587,127.266619,36.484872,127.30096,4.883333333333334,4429.155203172192,54.419654373446726,92.0,69.0,-23.0,True,True,False,True,False,False,True,True,True,speed_gt_28kmh|fast_battery_delta_abs_ge_20pp
4195,2026-06-13T14:10:04+0900,2026-06-13T14:05:11+0900,GBIKE,501273,grid_8128_22775,grid_8124_22776,36.511589,127.248956,36.490917,127.2559,4.883333333333334,2380.945636910953,29.2539395661414,46.0,40.0,-6.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4202,2026-06-13T14:15:10+0900,2026-06-13T14:10:04+0900,GBIKE,130262,grid_8129_22772,grid_8129_22777,36.514545,127.231642,36.515165,127.258641,5.1,2413.8219693355754,28.397905521595007,79.0,74.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4205,2026-06-13T14:15:10+0900,2026-06-13T14:10:04+0900,GBIKE,130782,grid_8124_22776,grid_8142_22776,36.48961,127.257417,36.570412,127.257417,5.1,8984.772462733446,105.7032054439229,93.0,93.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4241,2026-06-13T14:20:10+0900,2026-06-13T14:15:10+0900,GBIKE,131643,grid_8123_22784,grid_8120_22780,36.48699,127.300067,36.473097,127.277101,5.0,2569.5738568689885,30.83488628242786,100.0,93.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4244,2026-06-13T14:20:10+0900,2026-06-13T14:15:10+0900,GBIKE,501256,grid_8123_22776,grid_8129_22775,36.487886,127.257076,36.51369,127.250346,5.0,2931.6547158073245,35.179856589687894,83.0,76.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4268,2026-06-13T14:30:09+0900,2026-06-13T14:25:14+0900,GBIKE,130040,grid_8127_22777,grid_8130_22773,36.50405,127.260847,36.520029,127.235686,4.916666666666667,2865.9096434439552,34.97381259796013,100.0,96.0,-4.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4289,2026-06-13T14:30:09+0900,2026-06-13T14:25:14+0900,GBIKE,629818,grid_8153_22781,grid_8148_22783,36.621208,127.283181,36.601285,127.294862,4.916666666666667,2448.414690881501,29.878958939570865,68.0,65.0,-3.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4319,2026-06-13T14:40:07+0900,2026-06-13T14:35:11+0900,GBIKE,130900,grid_8129_22775,grid_8133_22777,36.511915,127.247938,36.530999,127.259132,4.933333333333334,2345.988712667195,28.53229515406048,70.0,62.0,-8.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4322,2026-06-13T14:40:07+0900,2026-06-13T14:35:11+0900,GBIKE,131566,grid_8128_22773,grid_8123_22776,36.508769,127.239593,36.488663,127.256781,4.933333333333334,2712.697108535436,32.99226213083639,70.0,64.0,-6.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4333,2026-06-13T14:45:10+0900,2026-06-13T14:40:07+0900,GBIKE,130156,grid_8123_22776,grid_8123_22783,36.488801,127.255353,36.488553,127.294632,5.05,3511.5673480304904,41.72159225382761,72.0,72.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4376,2026-06-13T14:55:09+0900,2026-06-13T14:50:18+0900,GBIKE,131443,grid_8125_22774,grid_8122_22777,36.494488,127.241467,36.483419,127.262987,4.85,2283.8678018263927,28.254034661769808,100.0,93.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4385,2026-06-13T15:00:25+0900,2026-06-13T14:55:09+0900,GBIKE,130131,grid_8125_22774,grid_8121_22777,36.495999,127.243401,36.479335,127.261906,5.266666666666667,2483.996216296911,28.29869107173696,56.0,49.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4388,2026-06-13T15:00:25+0900,2026-06-13T14:55:09+0900,GBIKE,130435,grid_8119_22775,grid_8125_22774,36.470923,127.252009,36.498299,127.244915,5.266666666666667,3109.4394216475907,35.42399341117508,82.0,72.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4415,2026-06-13T15:05:06+0900,2026-06-13T15:00:25+0900,GBIKE,130161,grid_8125_22777,grid_8126_22773,36.494493,127.260624,36.499469,127.23637,4.683333333333334,2237.5150667381067,28.66567345287254,50.0,43.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4417,2026-06-13T15:05:06+0900,2026-06-13T15:00:25+0900,GBIKE,130303,grid_8124_22775,grid_8129_22774,36.491957,127.251661,36.512024,127.243034,4.683333333333334,2360.8295550313205,30.245503196130795,68.0,58.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4421,2026-06-13T15:05:06+0900,2026-06-13T15:00:25+0900,GBIKE,130651,grid_8133_22777,grid_8129_22775,36.531011,127.259212,36.512561,127.246803,4.683333333333334,2332.0423873193326,29.87669962401992,57.0,50.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4436,2026-06-13T15:10:15+0900,2026-06-13T15:05:06+0900,GBIKE,130459,grid_8120_22780,grid_8129_22774,36.472532,127.276536,36.512037,127.243919,5.15,5272.3738292983335,61.425714516097074,85.0,69.0,-16.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4442,2026-06-13T15:10:15+0900,2026-06-13T15:05:06+0900,GBIKE,131095,grid_8124_22776,grid_8116_22788,36.493655,127.254371,36.457806,127.324365,5.15,7420.045502136278,86.44713206372361,57.0,57.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
4471,2026-06-13T15:20:07+0900,2026-06-13T15:15:11+0900,GBIKE,130156,grid_8123_22783,grid_8123_22775,36.488553,127.294632,36.485495,127.251054,4.933333333333334,3910.6747186171233,47.56226009128934,72.0,63.0,-9.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4476,2026-06-13T15:20:07+0900,2026-06-13T15:15:11+0900,GBIKE,131095,grid_8116_22788,grid_8124_22776,36.457806,127.324365,36.492106,127.255112,4.933333333333334,7272.511375393239,88.44946267370155,57.0,57.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
4523,2026-06-13T15:30:15+0900,2026-06-13T15:25:05+0900,GBIKE,131721,grid_8135_22775,grid_8129_22775,36.539247,127.250828,36.513184,127.250395,5.166666666666667,2898.331629021325,33.65804472411861,95.0,95.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4558,2026-06-13T15:40:12+0900,2026-06-13T15:35:04+0900,GBIKE,131104,grid_8131_22772,grid_8130_22777,36.522605,127.232297,36.516379,127.258778,5.133333333333334,2465.5916037831166,28.81860316110136,67.0,57.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4579,2026-06-13T15:45:11+0900,2026-06-13T15:40:12+0900,GBIKE,131039,grid_8128_22777,grid_8124_22776,36.511029,127.259989,36.489458,127.256973,4.983333333333333,2413.6878510369083,29.06112462786913,96.0,90.0,-6.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4623,2026-06-13T15:55:07+0900,2026-06-13T15:50:14+0900,GBIKE,130782,grid_8142_22776,grid_8121_22777,36.570412,127.257417,36.479296,127.261283,4.883333333333334,10137.524506866735,124.55661510143428,93.0,89.0,-4.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4636,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,130204,grid_8123_22775,grid_8128_22775,36.485879,127.250557,36.509384,127.250557,5.2,2613.6367507806917,30.157347124392597,66.0,66.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4637,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,130294,grid_8128_22772,grid_8123_22776,36.50936,127.232447,36.487041,127.257862,5.2,3364.5294464666968,38.82149361307727,53.0,51.0,-2.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4639,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,130418,grid_8128_22772,grid_8123_22776,36.509363,127.232386,36.487047,127.257843,5.2,3366.8195388988784,38.84791775652552,99.0,98.0,-1.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4644,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,130744,grid_8126_22772,grid_8123_22776,36.50007,127.235424,36.48704,127.257877,5.2,2475.433473928841,28.56269392994817,84.0,83.0,-1.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4652,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,131015,grid_8126_22773,grid_8123_22776,36.499639,127.23592,36.487025,127.257865,5.2,2411.5683441869837,27.825788586772884,64.0,61.0,-3.0,True,True,False,False,False,True,False,True,True,same_od_time_cluster_2plus
4655,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,131376,grid_8126_22772,grid_8123_22776,36.502785,127.232749,36.487044,127.257887,5.2,2848.348400575562,32.865558468179564,88.0,86.0,-2.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4658,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,131533,grid_8126_22773,grid_8123_22776,36.499693,127.235944,36.487011,127.257895,5.2,2416.4090570622952,27.881642966103403,53.0,50.0,-3.0,True,True,False,False,False,True,False,True,True,same_od_time_cluster_2plus
4659,2026-06-13T16:00:19+0900,2026-06-13T15:55:07+0900,GBIKE,131551,grid_8126_22773,grid_8123_22776,36.499655,127.235861,36.487064,127.257888,5.2,2416.05144777986,27.87751670515223,98.0,96.0,-2.0,True,True,False,False,False,True,False,True,True,same_od_time_cluster_2plus
4675,2026-06-13T16:05:15+0900,2026-06-13T16:00:19+0900,GBIKE,130531,grid_8127_22772,grid_8124_22776,36.506745,127.232083,36.493558,127.256532,4.933333333333334,2631.717236885305,32.00737179995641,33.0,100.0,67.0,True,True,False,True,False,True,True,True,True,speed_gt_28kmh|same_od_time_cluster_2plus|fast_battery_delta_abs_ge_20pp
4676,2026-06-13T16:05:15+0900,2026-06-13T16:00:19+0900,GBIKE,130624,grid_8127_22772,grid_8124_22776,36.50535,127.235299,36.493662,127.256591,4.933333333333334,2304.609639763421,28.029036159284853,69.0,100.0,31.0,True,True,False,True,False,True,True,True,True,speed_gt_28kmh|same_od_time_cluster_2plus|fast_battery_delta_abs_ge_20pp
4682,2026-06-13T16:05:15+0900,2026-06-13T16:00:19+0900,GBIKE,131135,grid_8129_22777,grid_8124_22776,36.515973,127.258045,36.493629,127.256651,4.933333333333334,2487.661566658603,30.25534337828031,66.0,99.0,33.0,True,True,False,True,False,False,True,True,True,speed_gt_28kmh|fast_battery_delta_abs_ge_20pp
4692,2026-06-13T16:05:15+0900,2026-06-13T16:00:19+0900,GBIKE,131669,grid_8124_22785,grid_8126_22789,36.492162,127.306378,36.501795,127.329231,4.933333333333334,2306.585365294743,28.053065253584712,93.0,90.0,-3.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4693,2026-06-13T16:05:15+0900,2026-06-13T16:00:19+0900,GBIKE,131710,grid_8135_22796,grid_8124_22776,36.542793,127.364745,36.493706,127.256564,4.933333333333334,11101.889198381828,135.02297673707628,100.0,100.0,0.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4734,2026-06-13T16:10:11+0900,2026-06-13T16:05:15+0900,GBIKE,501301,grid_8127_22772,grid_8121_22777,36.505071,127.234908,36.480205,127.258523,4.933333333333334,3478.7200462873006,42.308757319710416,85.0,80.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4761,2026-06-13T16:20:12+0900,2026-06-13T16:15:14+0900,GBIKE,130740,grid_8126_22775,grid_8121_22782,36.502337,127.248974,36.478338,127.288609,4.966666666666667,4435.716161501938,53.585832823513336,95.0,74.0,-21.0,True,True,False,True,False,False,True,True,True,speed_gt_28kmh|fast_battery_delta_abs_ge_20pp
4806,2026-06-13T16:30:10+0900,2026-06-13T16:25:05+0900,GBIKE,130890,grid_8129_22777,grid_8114_22786,36.515502,127.261819,36.444828,127.31196,5.083333333333333,9047.355665976183,106.78846031971892,100.0,100.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
4892,2026-06-13T16:50:11+0900,2026-06-13T16:45:10+0900,GBIKE,130890,grid_8114_22786,grid_8130_22777,36.444828,127.31196,36.517804,127.259244,5.016666666666667,9384.020327755632,112.2341301658481,100.0,100.0,0.0,True,True,False,True,True,False,False,True,True,speed_gt_28kmh|repeat_fast_within_30min
4897,2026-06-13T16:50:11+0900,2026-06-13T16:45:10+0900,GBIKE,131217,grid_8126_22776,grid_8120_22776,36.501597,127.256685,36.474706,127.25472,5.016666666666667,2995.2984908021704,35.82416799630503,90.0,81.0,-9.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4913,2026-06-13T16:55:06+0900,2026-06-13T16:50:11+0900,GBIKE,130555,grid_8121_22775,grid_8121_22771,36.48023,127.25234,36.47969,127.227341,4.916666666666667,2235.9153110691705,27.285746168979703,39.0,39.0,0.0,True,True,False,False,True,False,False,True,True,repeat_fast_within_30min
4920,2026-06-13T16:55:06+0900,2026-06-13T16:50:11+0900,GBIKE,130919,grid_8124_22776,grid_8128_22774,36.493706,127.256618,36.511705,127.24303,4.916666666666667,2341.078069002507,28.56908829969161,95.0,90.0,-5.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4921,2026-06-13T16:55:06+0900,2026-06-13T16:50:11+0900,GBIKE,131031,grid_8123_22776,grid_8127_22774,36.489335,127.256595,36.506207,127.241648,4.916666666666667,2303.208753022834,28.10695427417696,82.0,74.0,-8.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4943,2026-06-13T17:00:21+0900,2026-06-13T16:55:06+0900,GBIKE,131073,grid_8128_22771,grid_8129_22777,36.510698,127.229919,36.516026,127.258153,5.25,2591.8735839967667,29.62141238853448,88.0,81.0,-7.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4945,2026-06-13T17:00:21+0900,2026-06-13T16:55:06+0900,GBIKE,131253,grid_8130_22774,grid_8125_22776,36.51702,127.245247,36.495141,127.255522,5.25,2600.3960030737894,29.71881146370045,72.0,63.0,-9.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4954,2026-06-13T17:00:21+0900,2026-06-13T16:55:06+0900,GBIKE,131763,grid_8130_22774,grid_8125_22776,36.517395,127.241813,36.494642,127.256219,5.25,2838.8109169657987,32.44355333675199,56.0,46.0,-10.0,True,True,False,True,False,True,False,True,True,speed_gt_28kmh|same_od_time_cluster_2plus
4973,2026-06-13T17:05:06+0900,2026-06-13T17:00:21+0900,GBIKE,131077,grid_8123_22777,grid_8128_22774,36.489172,127.260661,36.508102,127.241514,4.75,2712.905289595584,34.26827734226001,100.0,92.0,-8.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
4978,2026-06-13T17:05:06+0900,2026-06-13T17:00:21+0900,GBIKE,131663,grid_8126_22777,grid_8127_22772,36.501149,127.259494,36.505493,127.233612,4.75,2363.248873290518,29.851564715248653,92.0,86.0,-6.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
5001,2026-06-13T17:10:14+0900,2026-06-13T17:05:06+0900,GBIKE,131359,grid_8128_22774,grid_8125_22776,36.511061,127.242351,36.494966,127.257278,5.133333333333334,2232.272225975644,26.091493550364657,98.0,85.0,-13.0,True,True,False,False,False,True,False,True,True,same_od_time_cluster_2plus
5002,2026-06-13T17:10:14+0900,2026-06-13T17:05:06+0900,GBIKE,131363,grid_8128_22774,grid_8125_22776,36.511072,127.242271,36.494975,127.257305,5.133333333333334,2238.179239519341,26.160536565810474,100.0,93.0,-7.0,True,True,False,False,False,True,False,True,True,same_od_time_cluster_2plus
5043,2026-06-13T17:20:08+0900,2026-06-13T17:15:13+0900,GBIKE,130555,grid_8121_22771,grid_8121_22776,36.47969,127.227341,36.480229,127.25235,4.916666666666667,2236.806100313668,27.296616817387136,39.0,39.0,0.0,True,True,False,False,True,False,False,True,True,repeat_fast_within_30min
5049,2026-06-13T17:20:08+0900,2026-06-13T17:15:13+0900,GBIKE,131866,grid_8122_22778,grid_8123_22783,36.481343,127.269039,36.487358,127.296645,4.916666666666667,2557.076784238695,31.2050048246078,100.0,98.0,-2.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
5071,2026-06-13T17:25:03+0900,2026-06-13T17:20:08+0900,GBIKE,131821,grid_8124_22777,grid_8127_22772,36.491404,127.258068,36.506005,127.23414,4.916666666666667,2685.2475619771417,32.769122790229524,57.0,47.0,-10.0,True,True,False,True,False,False,False,True,True,speed_gt_28kmh
